member_id,membership_status,membership_date,membership_plan,membership_fee,gender,age_group,state,referral_source
4528,new,2020-02-01,PRO,65,Male,45-54,Enugu,Organic Search
4528,upgrade,2021-07-01,MAX,109,Male,45-54,Enugu,Organic Search
4529,new,2020-08-01,BASIC,33,Female,55-65,Lagos,Facebook
4529,upgrade,2022-08-01,MAX,119,Female,55-65,Lagos,Facebook
4530,new,2022-01-01,PRO,85,Female,55-65,Enugu,Organic Search
4530,downgrade,2022-03-01,BASIC,53,Female,55-65,Enugu,Organic Search
4531,new,2020-12-01,PRO,65,Female,25-34,Enugu,Google Ads
4531,upgrade,2021-10-01,MAX,109,Female,25-34,Enugu,Google Ads
4532,new,2021-11-01,BASIC,43,Male,25-34,Lagos,Organic Search
4532,upgrade,2022-05-01,PRO,85,Male,25-34,Lagos,Organic Search
4533,new,2022-04-01,PRO,85,Male,18-24,Lagos,Display
4534,new,2022-10-01,PRO,85,Female,25-34,Lagos,Organic Search
4535,new,2022-02-01,BASIC,53,Female,25-34,Lagos,Google Ads
4536,new,2020-11-01,BASIC,33,Male,18-24,Lagos,Facebook
4537,new,2021-12-01,BASIC,43,Male,25-34,Portharcourt,Facebook
4538,new,2020-10-01,BASIC,33,Female,55-65,Lagos,Paid Search
4538,upgrade,2022-02-01,MAX,119,Female,55-65,Lagos,Paid Search
4539,new,2021-11-01,BASIC,43,Male,45-54,Portharcourt,Google Ads
4539,upgrade,2022-07-01,MAX,119,Male,45-54,Portharcourt,Google Ads
4539,churn,2022-10-01,MAX,119,Male,45-54,Portharcourt,Google Ads
4540,new,2021-06-01,BASIC,43,Female,25-34,Portharcourt,Google Ads
4540,churn,2022-06-01,BASIC,53,Female,25-34,Portharcourt,Google Ads
4541,new,2022-08-01,BASIC,53,Male,18-24,Lagos,Google Ads
4542,new,2020-07-01,MAX,99,Female,45-54,Lagos,Facebook
4542,downgrade,2021-11-01,BASIC,43,Female,45-54,Lagos,Facebook
4543,new,2022-01-01,BASIC,53,Female,55-65,Enugu,Unknown
4543,upgrade,2022-08-01,PRO,85,Female,55-65,Enugu,Unknown
4544,new,2020-03-01,MAX,99,Female,55-65,Abuja,Google Ads
4544,downgrade,2021-02-01,PRO,75,Female,55-65,Abuja,Google Ads
4545,new,2021-09-01,PRO,75,Male,55-65,Enugu,Google Ads
4545,upgrade,2022-09-01,MAX,119,Male,55-65,Enugu,Google Ads
4546,new,2020-10-01,MAX,99,Female,55-65,Enugu,Facebook
4546,downgrade,2022-06-01,PRO,85,Female,55-65,Enugu,Facebook
4547,new,2020-01-01,BASIC,33,Male,18-24,Lagos,Facebook
4547,upgrade,2022-09-01,MAX,119,Male,18-24,Lagos,Facebook
4548,new,2022-10-01,PRO,85,Female,55-65,Lagos,Tv
4549,new,2022-12-01,PRO,85,Female,45-54,Enugu,Facebook
4550,new,2022-02-01,PRO,85,Male,18-24,Lagos,Facebook
4550,downgrade,2022-04-01,BASIC,53,Male,18-24,Lagos,Facebook
4551,new,2020-08-01,PRO,65,Female,55-65,Lagos,Facebook
4551,upgrade,2021-03-01,MAX,109,Female,55-65,Lagos,Facebook
4552,new,2021-09-01,BASIC,43,Male,18-24,Lagos,Facebook
4553,new,2022-08-01,MAX,119,Male,35-44,Lagos,Organic Search
4554,new,2020-05-01,MAX,99,Female,45-54,Portharcourt,Google Ads
4554,downgrade,2021-01-01,PRO,75,Female,45-54,Portharcourt,Google Ads
4555,new,2021-06-01,BASIC,43,Male,18-24,Enugu,Facebook
4555,upgrade,2022-10-01,MAX,119,Male,18-24,Enugu,Facebook
4556,new,2022-03-01,BASIC,53,Male,25-34,Enugu,Google Ads
4557,new,2021-07-01,BASIC,43,Female,35-44,Lagos,Facebook
4558,new,2022-11-01,BASIC,53,Other,25-34,Lagos,Paid Search
4559,new,2021-12-01,PRO,75,Male,55-65,Lagos,Facebook
4559,downgrade,2022-07-01,BASIC,53,Male,55-65,Lagos,Facebook
4560,new,2021-05-01,PRO,75,Female,45-54,Portharcourt,Tv
4560,upgrade,2021-10-01,MAX,109,Female,45-54,Portharcourt,Tv
4560,churn,2022-07-01,MAX,119,Female,45-54,Portharcourt,Tv
4561,new,2022-04-01,PRO,85,Male,25-34,Lagos,Google Ads
4561,downgrade,2022-07-01,BASIC,53,Male,25-34,Lagos,Google Ads
4562,new,2021-02-01,BASIC,43,Female,45-54,Lagos,Bing
4563,new,2020-07-01,PRO,65,Male,35-44,Abuja,Google Ads
4563,upgrade,2022-04-01,MAX,119,Male,35-44,Abuja,Google Ads
4564,new,2021-05-01,BASIC,43,Male,25-34,Portharcourt,Facebook
4564,upgrade,2022-05-01,PRO,85,Male,25-34,Portharcourt,Facebook
4565,new,2021-05-01,MAX,109,Female,35-44,Abuja,Google Ads
4565,downgrade,2021-10-01,BASIC,43,Female,35-44,Abuja,Google Ads
4566,new,2021-04-01,PRO,75,Male,25-34,Portharcourt,Google Ads
4566,downgrade,2021-12-01,BASIC,43,Male,25-34,Portharcourt,Google Ads
4567,new,2021-11-01,BASIC,43,Male,35-44,Lagos,Google Ads
4568,new,2020-09-01,BASIC,33,Male,25-34,Abuja,Unknown
4568,upgrade,2022-05-01,PRO,85,Male,25-34,Abuja,Unknown
4569,new,2020-08-01,PRO,65,Male,25-34,Lagos,Facebook
4569,upgrade,2022-10-01,MAX,119,Male,25-34,Lagos,Facebook
4570,new,2021-04-01,PRO,75,Male,25-34,Abuja,Organic Search
4570,downgrade,2021-11-01,BASIC,43,Male,25-34,Abuja,Organic Search
4571,new,2020-11-01,PRO,65,Male,35-44,Enugu,Google Ads
4571,upgrade,2021-05-01,MAX,109,Male,35-44,Enugu,Google Ads
4572,new,2022-05-01,PRO,85,Male,25-34,Abuja,Paid Search
4573,new,2021-08-01,MAX,109,Male,55-65,Enugu,Google Ads
4573,downgrade,2022-11-01,PRO,85,Male,55-65,Enugu,Google Ads
4574,new,2022-09-01,MAX,119,Female,35-44,Lagos,Tv
4575,new,2020-06-01,MAX,99,Female,35-44,Abuja,Display
4575,downgrade,2021-08-01,BASIC,43,Female,35-44,Abuja,Display
4575,churn,2022-03-01,BASIC,53,Female,35-44,Abuja,Display
4576,new,2020-09-01,BASIC,33,Male,35-44,Portharcourt,Facebook
4577,new,2020-04-01,BASIC,33,Male,18-24,Lagos,Unknown
4577,upgrade,2022-01-01,PRO,85,Male,18-24,Lagos,Unknown
4578,new,2022-06-01,MAX,119,Female,35-44,Enugu,Facebook
4579,new,2020-10-01,BASIC,33,Male,18-24,Portharcourt,Bing
4579,churn,2021-09-01,BASIC,43,Male,18-24,Portharcourt,Bing
4580,new,2021-09-01,PRO,75,Male,18-24,Enugu,Facebook
4580,downgrade,2022-10-01,BASIC,53,Male,18-24,Enugu,Facebook
4581,new,2022-04-01,PRO,85,Female,35-44,Enugu,Google Ads
4581,upgrade,2022-08-01,MAX,119,Female,35-44,Enugu,Google Ads
4582,new,2020-08-01,PRO,65,Female,55-65,Lagos,Google Ads
4582,upgrade,2022-06-01,MAX,119,Female,55-65,Lagos,Google Ads
4583,new,2021-02-01,PRO,75,Male,55-65,Enugu,Google Ads
4583,downgrade,2021-11-01,BASIC,43,Male,55-65,Enugu,Google Ads
4584,new,2021-03-01,PRO,75,Female,35-44,Lagos,Organic Search
4584,downgrade,2021-11-01,BASIC,43,Female,35-44,Lagos,Organic Search
4585,new,2021-03-01,BASIC,43,Female,45-54,Enugu,Facebook
4585,upgrade,2022-05-01,MAX,119,Female,45-54,Enugu,Facebook
4586,new,2021-02-01,MAX,109,Female,45-54,Lagos,Google Ads
4586,downgrade,2021-10-01,PRO,75,Female,45-54,Lagos,Google Ads
4587,new,2022-02-01,BASIC,53,Male,18-24,Abuja,Google Ads
4587,upgrade,2022-07-01,PRO,85,Male,18-24,Abuja,Google Ads
4588,new,2020-02-01,BASIC,33,Male,55-65,Abuja,Unknown
4588,churn,2020-05-01,BASIC,33,Male,55-65,Abuja,Unknown
4589,new,2021-04-01,PRO,75,Female,35-44,Lagos,Display
4589,downgrade,2022-04-01,BASIC,53,Female,35-44,Lagos,Display
4590,new,2022-04-01,PRO,85,Male,18-24,Lagos,Organic Search
4591,new,2021-05-01,PRO,75,Female,55-65,Enugu,Facebook
4591,downgrade,2021-07-01,BASIC,43,Female,55-65,Enugu,Facebook
4592,new,2020-02-01,MAX,99,Male,25-34,Portharcourt,Bing
4592,downgrade,2020-09-01,BASIC,33,Male,25-34,Portharcourt,Bing
4592,churn,2021-06-01,BASIC,43,Male,25-34,Portharcourt,Bing
4593,new,2020-09-01,MAX,99,Female,18-24,Abuja,Paid Search
4593,downgrade,2021-09-01,PRO,75,Female,18-24,Abuja,Paid Search
4594,new,2022-05-01,PRO,85,Female,18-24,Enugu,Paid Search
4595,new,2022-06-01,BASIC,53,Male,25-34,Abuja,Google Ads
4596,new,2020-03-01,MAX,99,Female,35-44,Abuja,Facebook
4596,downgrade,2021-05-01,BASIC,43,Female,35-44,Abuja,Facebook
4596,churn,2022-02-01,BASIC,53,Female,35-44,Abuja,Facebook
4597,new,2021-11-01,BASIC,43,Other,55-65,Abuja,Google Ads
4597,churn,2022-07-01,BASIC,53,Other,55-65,Abuja,Google Ads
4598,new,2021-01-01,BASIC,43,Female,18-24,Lagos,Unknown
4598,upgrade,2021-08-01,PRO,75,Female,18-24,Lagos,Unknown
4599,new,2020-06-01,BASIC,33,Other,18-24,Portharcourt,Facebook
4599,churn,2020-11-01,BASIC,33,Other,18-24,Portharcourt,Facebook
4600,new,2021-04-01,BASIC,43,Male,25-34,Lagos,Organic Search
4600,upgrade,2021-07-01,PRO,75,Male,25-34,Lagos,Organic Search
4600,churn,2021-11-01,PRO,75,Male,25-34,Lagos,Organic Search
4601,new,2021-05-01,MAX,109,Other,35-44,Abuja,Organic Search
4601,downgrade,2022-06-01,BASIC,53,Other,35-44,Abuja,Organic Search
4602,new,2021-09-01,BASIC,43,Female,25-34,Portharcourt,Google Ads
4602,churn,2022-10-01,BASIC,53,Female,25-34,Portharcourt,Google Ads
4603,new,2021-07-01,PRO,75,Male,35-44,Lagos,Organic Search
4603,upgrade,2022-06-01,MAX,119,Male,35-44,Lagos,Organic Search
4604,new,2022-07-01,BASIC,53,Female,45-54,Lagos,Facebook
4605,new,2020-12-01,PRO,65,Female,55-65,Lagos,Google Ads
4605,downgrade,2021-01-01,BASIC,43,Female,55-65,Lagos,Google Ads
4606,new,2022-08-01,MAX,119,Male,55-65,Lagos,Google Ads
4606,downgrade,2022-10-01,PRO,85,Male,55-65,Lagos,Google Ads
4607,new,2021-05-01,PRO,75,Male,18-24,Lagos,Google Ads
4607,upgrade,2022-04-01,MAX,119,Male,18-24,Lagos,Google Ads
4608,new,2020-04-01,PRO,65,Male,45-54,Portharcourt,Display
4608,upgrade,2020-07-01,MAX,99,Male,45-54,Portharcourt,Display
4608,churn,2020-12-01,PRO,65,Male,45-54,Portharcourt,Display
4609,new,2020-04-01,BASIC,33,Female,25-34,Portharcourt,Paid Search
4609,churn,2020-09-01,BASIC,33,Female,25-34,Portharcourt,Paid Search
4610,new,2020-02-01,MAX,99,Other,35-44,Enugu,Google Ads
4610,downgrade,2020-10-01,BASIC,33,Other,35-44,Enugu,Google Ads
4611,new,2021-04-01,PRO,75,Male,45-54,Abuja,Unknown
4611,downgrade,2022-04-01,BASIC,53,Male,45-54,Abuja,Unknown
4611,churn,2022-11-01,BASIC,53,Male,45-54,Abuja,Unknown
4612,new,2021-05-01,PRO,75,Male,55-65,Enugu,Organic Search
4612,downgrade,2021-07-01,BASIC,43,Male,55-65,Enugu,Organic Search
4613,new,2021-09-01,PRO,75,Female,45-54,Lagos,Google Ads
4613,upgrade,2022-10-01,MAX,119,Female,45-54,Lagos,Google Ads
4614,new,2020-07-01,BASIC,33,Male,35-44,Lagos,Google Ads
4614,upgrade,2022-10-01,MAX,119,Male,35-44,Lagos,Google Ads
4615,new,2022-10-01,PRO,85,Male,55-65,Portharcourt,Organic Search
4616,new,2020-10-01,PRO,65,Male,25-34,Portharcourt,Organic Search
4616,churn,2021-05-01,PRO,75,Male,25-34,Portharcourt,Organic Search
4617,new,2022-07-01,PRO,85,Female,25-34,Enugu,Tv
4618,new,2022-10-01,PRO,85,Male,25-34,Enugu,Facebook
4619,new,2022-05-01,BASIC,53,Female,18-24,Lagos,Google Ads
4620,new,2021-06-01,BASIC,43,Male,18-24,Lagos,Facebook
4620,churn,2022-07-01,BASIC,53,Male,18-24,Lagos,Facebook
4621,new,2020-03-01,BASIC,33,Male,25-34,Lagos,Google Ads
4622,new,2022-07-01,PRO,85,Other,18-24,Lagos,Facebook
4622,downgrade,2022-10-01,BASIC,53,Other,18-24,Lagos,Facebook
4623,new,2021-03-01,PRO,75,Female,45-54,Portharcourt,Display
4623,upgrade,2021-07-01,MAX,109,Female,45-54,Portharcourt,Display
4624,new,2022-08-01,BASIC,53,Female,35-44,Lagos,Facebook
4624,upgrade,2022-11-01,MAX,119,Female,35-44,Lagos,Facebook
4625,new,2020-02-01,BASIC,33,Male,25-34,Abuja,Facebook
4625,upgrade,2020-09-01,PRO,65,Male,25-34,Abuja,Facebook
4625,churn,2020-09-01,BASIC,33,Male,25-34,Abuja,Facebook
4625,churn,2021-09-01,PRO,75,Male,25-34,Abuja,Facebook
4626,new,2021-05-01,MAX,109,Female,25-34,Portharcourt,Facebook
4626,downgrade,2022-06-01,PRO,85,Female,25-34,Portharcourt,Facebook
4626,churn,2022-10-01,PRO,85,Female,25-34,Portharcourt,Facebook
4627,new,2020-02-01,BASIC,33,Male,45-54,Lagos,Bing
4627,upgrade,2022-05-01,MAX,119,Male,45-54,Lagos,Bing
4628,new,2021-04-01,BASIC,43,Female,18-24,Portharcourt,Google Ads
4629,new,2020-12-01,PRO,65,Male,55-65,Abuja,Unknown
4629,churn,2021-11-01,PRO,75,Male,55-65,Abuja,Unknown
4630,new,2021-09-01,MAX,109,Female,45-54,Portharcourt,Facebook
4631,new,2022-04-01,BASIC,53,Male,25-34,Lagos,Google Ads
4632,new,2022-04-01,PRO,85,Male,25-34,Lagos,Google Ads
4633,new,2021-11-01,PRO,75,Female,35-44,Portharcourt,Facebook
4634,new,2021-10-01,PRO,75,Male,55-65,Lagos,Paid Search
4635,new,2021-01-01,BASIC,43,Male,35-44,Lagos,Google Ads
4636,new,2022-02-01,BASIC,53,Male,18-24,Lagos,Tv
4637,new,2020-03-01,PRO,65,Male,25-34,Lagos,Google Ads
4637,upgrade,2021-06-01,MAX,109,Male,25-34,Lagos,Google Ads
4638,new,2021-09-01,MAX,109,Male,25-34,Abuja,Facebook
4638,downgrade,2022-01-01,PRO,85,Male,25-34,Abuja,Facebook
4639,new,2022-03-01,MAX,119,Female,25-34,Abuja,Display
4639,downgrade,2022-06-01,BASIC,53,Female,25-34,Abuja,Display
4640,new,2022-07-01,MAX,119,Female,18-24,Portharcourt,Facebook
4641,new,2022-06-01,PRO,85,Female,25-34,Lagos,Organic Search
4641,downgrade,2022-08-01,BASIC,53,Female,25-34,Lagos,Organic Search
4642,new,2022-05-01,BASIC,53,Male,18-24,Abuja,Facebook
4643,new,2022-10-01,BASIC,53,Female,25-34,Lagos,Facebook
4644,new,2020-02-01,BASIC,33,Female,55-65,Lagos,Paid Search
4644,upgrade,2021-11-01,MAX,109,Female,55-65,Lagos,Paid Search
4645,new,2021-07-01,PRO,75,Female,25-34,Lagos,Organic Search
4645,upgrade,2022-08-01,MAX,119,Female,25-34,Lagos,Organic Search
4646,new,2022-12-01,BASIC,53,Male,35-44,Lagos,Google Ads
4647,new,2022-11-01,BASIC,53,Male,55-65,Portharcourt,Unknown
4648,new,2021-10-01,PRO,75,Male,45-54,Lagos,Organic Search
4649,new,2021-10-01,BASIC,43,Female,18-24,Abuja,Unknown
4649,churn,2022-09-01,BASIC,53,Female,18-24,Abuja,Unknown
4650,new,2022-07-01,MAX,119,Female,25-34,Portharcourt,Google Ads
4650,downgrade,2022-10-01,PRO,85,Female,25-34,Portharcourt,Google Ads
4651,new,2021-02-01,BASIC,43,Female,35-44,Abuja,Facebook
4651,churn,2021-10-01,BASIC,43,Female,35-44,Abuja,Facebook
4652,new,2020-02-01,MAX,99,Female,35-44,Lagos,Google Ads
4652,downgrade,2020-08-01,PRO,65,Female,35-44,Lagos,Google Ads
4653,new,2022-11-01,MAX,119,Male,55-65,Enugu,Paid Search
4654,new,2022-03-01,BASIC,53,Male,45-54,Abuja,Paid Search
4654,churn,2022-09-01,BASIC,53,Male,45-54,Abuja,Paid Search
4655,new,2022-05-01,MAX,119,Male,45-54,Lagos,Tv
4655,downgrade,2022-09-01,BASIC,53,Male,45-54,Lagos,Tv
4656,new,2021-06-01,PRO,75,Female,18-24,Portharcourt,Google Ads
4656,upgrade,2022-10-01,MAX,119,Female,18-24,Portharcourt,Google Ads
4657,new,2020-02-01,BASIC,33,Male,18-24,Abuja,Google Ads
4657,churn,2021-03-01,BASIC,43,Male,18-24,Abuja,Google Ads
4658,new,2022-10-01,PRO,85,Male,45-54,Enugu,Facebook
4659,new,2020-06-01,PRO,65,Male,18-24,Abuja,Paid Search
4659,upgrade,2022-08-01,MAX,119,Male,18-24,Abuja,Paid Search
4660,new,2020-01-01,PRO,65,Male,35-44,Lagos,Google Ads
4660,upgrade,2021-06-01,MAX,109,Male,35-44,Lagos,Google Ads
4661,new,2020-07-01,PRO,65,Female,35-44,Enugu,Paid Search
4661,downgrade,2020-11-01,BASIC,33,Female,35-44,Enugu,Paid Search
4662,new,2022-06-01,PRO,85,Male,55-65,Lagos,Organic Search
4663,new,2022-11-01,PRO,85,Female,55-65,Portharcourt,Google Ads
4664,new,2021-09-01,PRO,75,Male,18-24,Abuja,Facebook
4664,downgrade,2021-10-01,BASIC,43,Male,18-24,Abuja,Facebook
4665,new,2020-08-01,PRO,65,Male,45-54,Portharcourt,Google Ads
4665,churn,2021-05-01,PRO,75,Male,45-54,Portharcourt,Google Ads
4666,new,2022-05-01,BASIC,53,Female,18-24,Portharcourt,Facebook
4667,new,2020-11-01,PRO,65,Male,18-24,Abuja,Google Ads
4667,churn,2021-05-01,PRO,75,Male,18-24,Abuja,Google Ads
4667,upgrade,2022-03-01,MAX,119,Male,18-24,Abuja,Google Ads
4667,churn,2022-09-01,MAX,119,Male,18-24,Abuja,Google Ads
4668,new,2021-09-01,PRO,75,Male,35-44,Abuja,Google Ads
4668,upgrade,2022-06-01,MAX,119,Male,35-44,Abuja,Google Ads
4668,churn,2022-11-01,MAX,119,Male,35-44,Abuja,Google Ads
4669,new,2022-05-01,MAX,119,Male,18-24,Lagos,Organic Search
4670,new,2021-08-01,BASIC,43,Male,18-24,Portharcourt,Unknown
4671,new,2021-01-01,BASIC,43,Other,35-44,Lagos,Facebook
4671,upgrade,2022-05-01,MAX,119,Other,35-44,Lagos,Facebook
4672,new,2021-06-01,BASIC,43,Female,35-44,Lagos,Unknown
4673,new,2022-03-01,MAX,119,Female,55-65,Lagos,Google Ads
4673,downgrade,2022-08-01,PRO,85,Female,55-65,Lagos,Google Ads
4674,new,2021-02-01,PRO,75,Female,25-34,Portharcourt,Facebook
4674,upgrade,2022-05-01,MAX,119,Female,25-34,Portharcourt,Facebook
4675,new,2020-09-01,PRO,65,Female,18-24,Abuja,Google Ads
4675,upgrade,2021-06-01,MAX,109,Female,18-24,Abuja,Google Ads
4675,churn,2021-09-01,PRO,75,Female,18-24,Abuja,Google Ads
4676,new,2021-03-01,BASIC,43,Male,18-24,Abuja,Paid Search
4676,upgrade,2021-09-01,PRO,75,Male,18-24,Abuja,Paid Search
4676,churn,2021-11-01,BASIC,43,Male,18-24,Abuja,Paid Search
4677,new,2020-02-01,BASIC,33,Male,25-34,Enugu,Unknown
4677,upgrade,2022-09-01,MAX,119,Male,25-34,Enugu,Unknown
4678,new,2022-11-01,PRO,85,Male,25-34,Abuja,Facebook
4679,new,2022-12-01,MAX,119,Male,35-44,Lagos,Facebook
4680,new,2020-06-01,PRO,65,Female,18-24,Portharcourt,Google Ads
4680,upgrade,2021-06-01,MAX,109,Female,18-24,Portharcourt,Google Ads
4680,churn,2022-03-01,MAX,119,Female,18-24,Portharcourt,Google Ads
4681,new,2020-08-01,MAX,99,Female,18-24,Lagos,Paid Search
4681,downgrade,2021-08-01,BASIC,43,Female,18-24,Lagos,Paid Search
4682,new,2021-09-01,PRO,75,Female,55-65,Lagos,Organic Search
4682,upgrade,2022-11-01,MAX,119,Female,55-65,Lagos,Organic Search
4683,new,2020-12-01,PRO,65,Female,55-65,Lagos,Google Ads
4683,upgrade,2022-07-01,MAX,119,Female,55-65,Lagos,Google Ads
4684,new,2022-02-01,BASIC,53,Male,45-54,Portharcourt,Facebook
4685,new,2021-09-01,BASIC,43,Male,45-54,Lagos,Google Ads
4685,upgrade,2022-03-01,MAX,119,Male,45-54,Lagos,Google Ads
4685,churn,2022-04-01,BASIC,53,Male,45-54,Lagos,Google Ads
4686,new,2020-11-01,BASIC,33,Female,45-54,Lagos,Unknown
4686,upgrade,2022-05-01,MAX,119,Female,45-54,Lagos,Unknown
4687,new,2021-04-01,BASIC,43,Female,45-54,Lagos,Facebook
4688,new,2021-06-01,MAX,109,Female,45-54,Lagos,Google Ads
4688,downgrade,2022-07-01,BASIC,53,Female,45-54,Lagos,Google Ads
4688,churn,2022-11-01,BASIC,53,Female,45-54,Lagos,Google Ads
4689,new,2021-03-01,MAX,109,Male,55-65,Lagos,Facebook
4689,downgrade,2021-05-01,BASIC,43,Male,55-65,Lagos,Facebook
4690,new,2022-01-01,BASIC,53,Male,18-24,Abuja,Unknown
4691,new,2022-10-01,BASIC,53,Female,55-65,Lagos,Facebook
4692,new,2020-04-01,PRO,65,Male,35-44,Portharcourt,Organic Search
4692,upgrade,2020-08-01,MAX,99,Male,35-44,Portharcourt,Organic Search
4693,new,2020-07-01,MAX,99,Female,55-65,Enugu,Display
4693,downgrade,2020-08-01,PRO,65,Female,55-65,Enugu,Display
4694,new,2021-09-01,BASIC,43,Male,45-54,Portharcourt,Google Ads
4694,upgrade,2022-07-01,MAX,119,Male,45-54,Portharcourt,Google Ads
4695,new,2021-05-01,BASIC,43,Male,18-24,Abuja,Tv
4695,churn,2022-03-01,BASIC,53,Male,18-24,Abuja,Tv
4696,new,2020-09-01,BASIC,33,Female,25-34,Enugu,Display
4696,churn,2021-01-01,BASIC,43,Female,25-34,Enugu,Display
4697,new,2020-10-01,PRO,65,Male,55-65,Lagos,Google Ads
4697,churn,2021-02-01,PRO,75,Male,55-65,Lagos,Google Ads
4697,churn,2021-07-01,PRO,75,Male,55-65,Lagos,Google Ads
4698,new,2021-01-01,BASIC,43,Female,45-54,Lagos,Google Ads
4698,upgrade,2021-10-01,PRO,75,Female,45-54,Lagos,Google Ads
4698,churn,2021-11-01,BASIC,43,Female,45-54,Lagos,Google Ads
4699,new,2020-05-01,PRO,65,Female,18-24,Lagos,Google Ads
4699,churn,2021-04-01,PRO,75,Female,18-24,Lagos,Google Ads
4700,new,2020-07-01,PRO,65,Female,35-44,Portharcourt,Organic Search
4700,downgrade,2021-06-01,BASIC,43,Female,35-44,Portharcourt,Organic Search
4701,new,2020-11-01,MAX,99,Male,55-65,Abuja,Google Ads
4701,downgrade,2021-05-01,PRO,75,Male,55-65,Abuja,Google Ads
4701,churn,2022-05-01,PRO,85,Male,55-65,Abuja,Google Ads
4702,new,2021-06-01,BASIC,43,Female,18-24,Enugu,Google Ads
4703,new,2021-07-01,PRO,75,Female,18-24,Lagos,Google Ads
4703,upgrade,2022-01-01,MAX,119,Female,18-24,Lagos,Google Ads
4703,churn,2022-03-01,PRO,85,Female,18-24,Lagos,Google Ads
4704,new,2021-05-01,PRO,75,Female,35-44,Lagos,Google Ads
4704,downgrade,2022-08-01,BASIC,53,Female,35-44,Lagos,Google Ads
4705,new,2021-10-01,BASIC,43,Male,18-24,Abuja,Google Ads
4705,upgrade,2022-03-01,PRO,85,Male,18-24,Abuja,Google Ads
4705,churn,2022-11-01,BASIC,53,Male,18-24,Abuja,Google Ads
4706,new,2022-06-01,PRO,85,Female,45-54,Portharcourt,Google Ads
4706,downgrade,2022-07-01,BASIC,53,Female,45-54,Portharcourt,Google Ads
4707,new,2021-05-01,PRO,75,Male,18-24,Lagos,Organic Search
4707,downgrade,2022-03-01,BASIC,53,Male,18-24,Lagos,Organic Search
4708,new,2020-06-01,BASIC,33,Female,55-65,Abuja,Facebook
4708,upgrade,2021-11-01,MAX,109,Female,55-65,Abuja,Facebook
4708,churn,2022-08-01,MAX,119,Female,55-65,Abuja,Facebook
4709,new,2020-09-01,PRO,65,Male,45-54,Lagos,Paid Search
4709,churn,2021-05-01,PRO,75,Male,45-54,Lagos,Paid Search
4710,new,2020-10-01,PRO,65,Male,25-34,Abuja,Facebook
4710,upgrade,2022-10-01,MAX,119,Male,25-34,Abuja,Facebook
4711,new,2020-01-01,BASIC,33,Female,25-34,Enugu,Organic Search
4711,upgrade,2021-10-01,MAX,109,Female,25-34,Enugu,Organic Search
4712,new,2021-04-01,MAX,109,Female,45-54,Lagos,Facebook
4712,downgrade,2022-04-01,BASIC,53,Female,45-54,Lagos,Facebook
4713,new,2021-04-01,PRO,75,Female,18-24,Lagos,Google Ads
4713,churn,2022-05-01,PRO,85,Female,18-24,Lagos,Google Ads
4714,new,2022-06-01,BASIC,53,Male,18-24,Enugu,Google Ads
4714,upgrade,2022-11-01,MAX,119,Male,18-24,Enugu,Google Ads
4715,new,2020-05-01,MAX,99,Other,55-65,Enugu,Google Ads
4715,downgrade,2020-08-01,PRO,65,Other,55-65,Enugu,Google Ads
4716,new,2021-09-01,PRO,75,Female,45-54,Enugu,Facebook
4717,new,2021-11-01,BASIC,43,Male,45-54,Lagos,Unknown
4718,new,2022-10-01,PRO,85,Female,45-54,Lagos,Google Ads
4719,new,2021-01-01,BASIC,43,Female,18-24,Abuja,Google Ads
4720,new,2022-01-01,BASIC,53,Male,25-34,Lagos,Organic Search
4720,upgrade,2022-04-01,MAX,119,Male,25-34,Lagos,Organic Search
4720,churn,2022-08-01,BASIC,53,Male,25-34,Lagos,Organic Search
4721,new,2021-02-01,BASIC,43,Female,18-24,Portharcourt,Facebook
4722,new,2021-01-01,BASIC,43,Male,35-44,Enugu,Facebook
4723,new,2022-01-01,PRO,85,Male,55-65,Enugu,Google Ads
4724,new,2022-01-01,PRO,85,Male,45-54,Portharcourt,Paid Search
4724,downgrade,2022-11-01,BASIC,53,Male,45-54,Portharcourt,Paid Search
4725,new,2022-09-01,PRO,85,Male,45-54,Lagos,Organic Search
4726,new,2022-01-01,BASIC,53,Other,45-54,Lagos,Facebook
4727,new,2022-07-01,MAX,119,Male,18-24,Enugu,Facebook
4727,downgrade,2022-09-01,PRO,85,Male,18-24,Enugu,Facebook
4728,new,2022-10-01,MAX,119,Male,45-54,Enugu,Facebook
4728,downgrade,2022-11-01,PRO,85,Male,45-54,Enugu,Facebook
4729,new,2020-01-01,BASIC,33,Other,25-34,Lagos,Display
4729,churn,2020-10-01,BASIC,33,Other,25-34,Lagos,Display
4730,new,2022-01-01,PRO,85,Other,25-34,Lagos,Google Ads
4731,new,2021-05-01,PRO,75,Female,55-65,Lagos,Organic Search
4731,upgrade,2021-10-01,MAX,109,Female,55-65,Lagos,Organic Search
4731,churn,2022-02-01,PRO,85,Female,55-65,Lagos,Organic Search
4732,new,2021-07-01,PRO,75,Male,25-34,Abuja,Paid Search
4732,upgrade,2021-10-01,MAX,109,Male,25-34,Abuja,Paid Search
4732,churn,2022-01-01,MAX,119,Male,25-34,Abuja,Paid Search
4733,new,2020-11-01,PRO,65,Male,45-54,Enugu,Google Ads
4733,upgrade,2022-04-01,MAX,119,Male,45-54,Enugu,Google Ads
4734,new,2022-09-01,BASIC,53,Male,35-44,Abuja,Organic Search
